id,username,email,role,manager,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
870,ram,ram@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2017.14,31701,2024-11-10,14:56:50,79.085049,-0.524503,0,2,9.7
871,sanasya,sanasya@gmail.com,Fleet Manager,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1583.14,17502,2024-05-09,22:45:37,-22.465289,61.394568,0,18,81.0
872,akshaya,akshaya@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4119.99,95207,2024-10-14,21:22:55,-80.243964,114.958625,1,77,346.5
873,mahitha,mahitha@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3900.88,49173,2024-07-31,13:32:14,-24.696409,-174.002078,0,72,349.2
874,kruthika,kruthika@gmail.com,Fleet Manager,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4820.96,31872,2024-08-28,21:13:26,-18.041987,-149.271425,0,71,333.7
875,abhishek,abhishek@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1977.51,17727,2024-04-20,02:10:27,89.467762,94.915843,1,18,84.6
876,shree,shree@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3383.73,94779,2024-01-28,07:10:18,-88.248291,47.490486,0,19,89.3
877,divya,divya@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3537.54,41255,2024-02-16,02:22:57,-50.958498,-161.369275,0,44,213.4
878,manisha,manisha@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2252.97,41339,2024-10-11,10:23:33,48.410929,-146.137156,1,88,404.8
879,teja,teja@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2048.51,72812,2024-03-21,15:28:47,-71.157407,-156.109126,1,42,203.7
880,ram,ram@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4577.51,72303,2024-08-14,22:36:51,70.97144,-13.41367,1,23,97.75
881,sanasya,sanasya@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3768.22,21710,2024-06-10,03:23:38,22.654676,69.83816,0,97,455.9
882,akshaya,akshaya@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4846.12,77366,2024-02-23,18:27:09,-35.393027,-165.272744,1,69,334.65
883,mahitha,mahitha@gmail.com,Fleet Manager,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2615.56,31564,2024-04-20,03:22:13,8.004995,-111.505281,1,15,63.75
884,kruthika,kruthika@gmail.com,Fleet Manager,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3211.33,89933,2024-03-27,23:35:32,0.494492,-51.330806,0,5,21.25
885,abhishek,abhishek@gmail.com,Fleet Manager,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1233.64,46870,2024-11-15,18:03:50,-18.043597,7.441972,0,2,9.2
886,shree,shree@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1051.51,71331,2024-10-26,23:40:59,53.920516,105.663506,1,27,121.5
887,divya,divya@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3388.64,24321,2024-10-03,12:27:18,32.403094,-112.747666,1,92,432.4
888,manisha,manisha@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1247.47,52256,2024-10-14,04:17:16,-78.855706,-111.363129,0,17,76.5
889,teja,teja@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4750.21,55341,2024-01-04,19:56:38,-52.985412,91.286918,1,97,455.9
890,ram,ram@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2853.4,63140,2024-05-03,19:05:40,17.110191,-133.114677,1,66,320.1
891,sanasya,sanasya@gmail.com,Fleet Manager,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2796.49,11162,2024-01-02,16:42:37,81.190896,-124.262756,0,99,480.15
892,akshaya,akshaya@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2366.37,66884,2024-11-13,06:41:39,-48.691675,-56.635475,0,64,288.0
893,mahitha,mahitha@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2399.26,84335,2024-12-03,12:45:56,-42.618447,136.980252,0,46,223.1
894,kruthika,kruthika@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3663.73,73570,2024-12-03,05:25:41,-34.313047,-176.877765,1,1,4.7
895,abhishek,abhishek@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1754.01,71630,2024-10-03,10:19:23,46.394703,-135.443188,1,43,197.8
896,shree,shree@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3451.28,03506,2024-01-29,14:22:51,63.235898,-92.152358,1,59,277.3
897,divya,divya@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4607.6,11544,2024-04-24,00:50:05,77.799235,27.873072,1,8,36.8
898,manisha,manisha@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2215.16,22608,2024-10-25,20:41:43,9.792542,152.672058,1,4,19.4
899,teja,teja@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2262.97,63360,2024-09-23,15:01:17,-44.820023,-152.293698,1,7,29.75
900,ram,ram@gmail.com,Fleet Manager,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3155.44,51571,2024-09-17,04:13:50,84.380773,-162.386847,1,47,199.75
901,sanasya,sanasya@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3592.28,64670,2024-09-27,19:57:47,22.177177,-113.729766,1,31,139.5
902,akshaya,akshaya@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3932.32,43435,2024-03-25,19:48:45,-78.531358,-98.78518,0,37,173.9
903,mahitha,mahitha@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1263.79,18428,2024-07-23,02:25:07,82.195983,49.128325,1,17,79.9
904,kruthika,kruthika@gmail.com,Fleet Manager,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1730.95,84254,2024-09-17,20:52:13,44.84967,122.699107,1,22,93.5
905,abhishek,abhishek@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3079.94,44877,2024-01-29,07:02:02,6.515455,-107.674983,1,57,242.25
906,shree,shree@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1419.48,04588,2024-07-28,19:57:39,65.189035,-41.285117,1,17,76.5
907,divya,divya@gmail.com,Fleet Manager,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3453.2,93637,2024-07-23,17:19:27,86.712675,-107.01498,1,66,280.5
908,manisha,manisha@gmail.com,Fleet Manager,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4719.72,42927,2024-07-28,19:07:53,-62.27963,37.031913,1,22,103.4
909,teja,teja@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4983.89,03491,2024-10-09,05:26:24,-61.051646,-101.994852,1,52,234.0
910,ram,ram@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3116.96,92887,2024-02-04,03:27:59,35.061851,-100.119059,0,13,59.8
911,sanasya,sanasya@gmail.com,Fleet Manager,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4543.02,18937,2024-07-06,10:30:37,15.470185,133.461332,1,16,77.6
912,akshaya,akshaya@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3991.16,22408,2024-07-20,20:50:08,-73.682412,64.345094,0,31,145.7
913,mahitha,mahitha@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4998.45,88640,2024-04-11,11:29:57,62.207926,38.840507,0,40,184.0
914,kruthika,kruthika@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2818.01,77464,2024-11-29,03:45:05,-59.093501,-7.814333,1,91,409.5
915,abhishek,abhishek@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1018.71,47480,2024-09-06,10:57:00,34.909316,-40.263643,1,22,101.2
916,shree,shree@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3039.86,54681,2024-07-23,13:30:08,-14.323016,-43.872216,1,81,372.6
917,divya,divya@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3589.05,31953,2024-10-15,22:43:42,48.58029,-140.623081,0,81,380.7
918,manisha,manisha@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4498.27,84354,2024-02-26,21:33:41,-36.300663,-168.8959,0,54,261.9
919,teja,teja@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1820.45,81957,2024-05-03,23:07:04,51.91831,-125.144854,0,24,116.4
920,ram,ram@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4735.62,28517,2024-03-12,15:18:46,-17.230648,-139.909223,0,88,374.0
921,sanasya,sanasya@gmail.com,Fleet Manager,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1384.46,11028,2024-07-29,08:50:24,-53.562455,54.809605,1,75,352.5
922,akshaya,akshaya@gmail.com,Driver,santhosh,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2397.89,61337,2024-07-13,07:07:32,-15.660628,-118.766053,1,47,211.5
923,mahitha,mahitha@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1917.81,09128,2024-11-18,12:53:16,71.066666,126.352074,0,87,408.9
924,kruthika,kruthika@gmail.com,Fleet Manager,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1825.13,96967,2024-02-26,01:56:11,77.588151,173.94665,1,61,295.85
925,abhishek,abhishek@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4460.38,58524,2024-04-04,07:01:17,-82.839377,-112.904844,1,18,87.3
926,shree,shree@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4636.04,49339,2024-07-17,08:15:48,-33.110085,13.348705,0,98,475.3
927,divya,divya@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2969.95,64134,2024-10-20,23:53:35,17.37056,156.416674,1,94,399.5
928,manisha,manisha@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2598.77,87224,2024-06-30,02:12:43,19.187785,-154.767763,1,10,46.0
929,teja,teja@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2538.53,58052,2024-01-31,01:55:44,-60.373505,73.490437,0,20,94.0
930,ram,ram@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4927.63,37529,2024-11-04,19:11:44,60.161701,-59.349108,1,9,38.25
931,sanasya,sanasya@gmail.com,Driver,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2636.71,16304,2024-11-03,13:41:18,65.509064,97.751831,1,27,130.95
932,akshaya,akshaya@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3648.8,70461,2024-07-25,20:02:54,10.472832,-35.258601,0,7,32.9
933,mahitha,mahitha@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2116.94,34324,2024-10-05,15:17:15,-1.237435,100.120448,0,58,261.0
934,kruthika,kruthika@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1672.99,82518,2024-10-28,23:44:46,-71.26062,-163.378635,0,50,235.0
935,abhishek,abhishek@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2943.28,75661,2024-04-19,01:10:50,70.651286,-2.616394,0,51,216.75
936,shree,shree@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4370.14,32272,2024-05-28,09:59:28,-17.011548,87.859134,0,6,25.5
937,divya,divya@gmail.com,Fleet Manager,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2567.95,01075,2024-07-27,03:34:11,-33.171986,158.616689,0,70,329.0
938,manisha,manisha@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4160.7,98372,2024-10-07,16:29:27,-39.219257,152.906392,1,32,150.4
939,teja,teja@gmail.com,Fleet Manager,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1759.73,31001,2024-11-08,13:50:14,14.45244,63.617139,0,65,305.5
940,ram,ram@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1941.1,51762,2024-06-01,19:39:48,87.11187,-71.46209,0,81,392.85
941,sanasya,sanasya@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2326.44,80765,2024-06-27,09:46:49,76.479528,-88.30537,0,24,116.4
942,akshaya,akshaya@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3726.47,32614,2024-06-15,07:56:43,38.648822,90.212884,0,29,133.4
943,mahitha,mahitha@gmail.com,Fleet Manager,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1980.52,29416,2024-08-08,15:16:54,-21.740414,51.903295,0,64,288.0
944,kruthika,kruthika@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3572.06,97907,2024-02-09,17:26:52,-24.193121,-79.130794,1,11,51.7
945,abhishek,abhishek@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1204.01,08822,2024-05-27,19:44:21,36.096035,-87.792422,0,96,441.6
946,shree,shree@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3621.23,81501,2024-06-10,13:42:32,-45.610511,-21.440013,0,56,238.0
947,divya,divya@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4088.61,21407,2024-06-20,00:32:39,-8.496394,82.824121,1,75,337.5
948,manisha,manisha@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4796.89,83267,2024-01-30,07:21:13,-29.410077,-1.92527,1,3,13.8
949,teja,teja@gmail.com,Fleet Manager,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4749.13,97644,2024-04-09,22:12:59,-34.471068,-137.68696,0,79,355.5
950,ram,ram@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4147.59,11412,2024-03-14,21:34:19,-70.348063,135.326779,1,87,408.9
951,sanasya,sanasya@gmail.com,Fleet Manager,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1696.61,13066,2024-03-02,22:40:56,-59.06667,57.830829,1,94,455.9
952,akshaya,akshaya@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3632.54,81775,2024-08-22,06:34:25,77.516895,-118.273745,0,88,426.8
953,mahitha,mahitha@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4691.96,05240,2024-07-10,16:34:21,52.331231,134.030557,1,90,436.5
954,kruthika,kruthika@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4612.84,97057,2024-03-20,16:30:28,0.845906,42.66244,0,55,247.5
955,abhishek,abhishek@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2740.81,23560,2024-09-02,13:55:37,8.650296,-178.530291,1,25,117.5
956,shree,shree@gmail.com,Fleet Manager,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1261.19,99847,2024-10-06,00:50:46,-41.666378,-86.477279,1,64,310.4
957,divya,divya@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2800.62,38952,2024-09-15,16:36:31,-12.176012,109.658665,0,33,148.5
958,manisha,manisha@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1139.29,71341,2024-09-14,06:48:57,40.777124,9.434213,1,28,128.8
959,teja,teja@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1754.97,04468,2024-04-08,13:09:56,-71.734215,-45.209628,0,41,174.25
960,ram,ram@gmail.com,Fleet Manager,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4123.39,82659,2024-08-24,18:04:37,-9.12748,141.675539,0,28,128.8
961,sanasya,sanasya@gmail.com,Driver,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3254.34,74062,2024-09-14,22:24:57,59.501441,-56.874325,0,13,63.05
962,akshaya,akshaya@gmail.com,Fleet Manager,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3364.7,38236,2024-01-05,12:50:48,74.405137,-8.384024,0,78,351.0
963,mahitha,mahitha@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3625.12,51890,2024-07-09,07:32:07,-0.712302,-61.787392,0,90,436.5
964,kruthika,kruthika@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3619.58,79811,2024-03-26,21:01:14,-82.143238,21.059024,0,74,340.4
965,abhishek,abhishek@gmail.com,Fleet Manager,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4055.22,60988,2024-07-12,17:06:38,-67.551678,-113.540643,1,50,230.0
966,shree,shree@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1994.87,03514,2024-06-22,01:06:24,-35.408528,-98.332626,0,1,4.5
967,divya,divya@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1778.97,60650,2024-06-08,03:53:50,-12.208905,-30.076226,1,45,218.25
968,manisha,manisha@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1680.44,54989,2024-01-12,06:50:25,-87.547076,-118.248646,1,8,37.6
969,teja,teja@gmail.com,Fleet Manager,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3246.54,45546,2024-11-07,01:21:35,27.715497,-33.869505,1,40,188.0
970,ram,ram@gmail.com,Fleet Manager,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1897.12,87076,2024-12-01,18:27:28,40.754007,64.440188,0,15,72.75
971,sanasya,sanasya@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3193.09,58779,2024-09-28,13:17:04,54.059634,87.277252,1,97,412.25
972,akshaya,akshaya@gmail.com,Driver,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1816.75,70730,2024-03-16,12:03:54,9.194662,22.300689,1,55,266.75
973,mahitha,mahitha@gmail.com,Fleet Manager,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2474.72,41033,2024-09-29,11:33:34,15.088646,8.062899,0,59,271.4
974,kruthika,kruthika@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3579.87,26880,2024-04-06,10:43:29,79.712493,-83.650084,1,49,237.65
975,abhishek,abhishek@gmail.com,Fleet Manager,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4692.6,31340,2024-07-06,10:26:25,80.429137,-102.219546,1,56,257.6
976,shree,shree@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1648.68,47348,2024-09-22,19:46:08,-42.061507,58.86979,1,84,394.8
977,divya,divya@gmail.com,Fleet Manager,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4767.44,03258,2024-04-22,08:07:12,81.988662,115.859812,0,55,258.5
978,manisha,manisha@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2707.81,16496,2024-04-05,00:07:50,-40.932236,65.977859,0,36,162.0
979,teja,teja@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4939.92,33351,2024-04-03,09:18:55,26.046931,14.534361,1,69,334.65
980,ram,ram@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3998.65,70578,2024-07-29,21:45:14,-34.307989,156.695384,1,32,136.0
981,sanasya,sanasya@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2979.96,98569,2024-10-25,10:47:43,22.985242,-73.605142,1,76,323.0
982,akshaya,akshaya@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4598.73,35366,2024-01-02,09:28:20,3.364,104.182918,0,17,79.9
983,mahitha,mahitha@gmail.com,Driver,santhosh,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4992.18,68085,2024-07-22,18:54:13,-64.226327,119.469146,1,25,112.5
984,kruthika,kruthika@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2098.16,78691,2024-06-13,19:53:38,10.505771,145.052777,1,48,216.0
985,abhishek,abhishek@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1088.92,47122,2024-10-01,22:27:31,-53.078261,12.742003,0,42,193.2
986,shree,shree@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2475.81,59931,2024-05-15,08:38:09,-34.37259,131.267888,1,88,404.8
987,divya,divya@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1477.7,35525,2024-09-09,05:30:33,55.210346,33.018857,0,89,409.4
988,manisha,manisha@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4145.24,13201,2024-03-11,05:15:33,56.858355,-12.904326,1,65,305.5
989,teja,teja@gmail.com,Fleet Manager,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2411.6,04951,2024-11-09,21:52:33,-84.213222,89.437973,1,33,140.25
990,ram,ram@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3714.56,08092,2024-03-08,06:09:11,-22.784521,-52.748782,1,99,480.15
991,sanasya,sanasya@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2258.56,38573,2024-11-09,16:48:16,-8.94818,54.614027,0,55,253.0
992,akshaya,akshaya@gmail.com,Fleet Manager,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2243.75,72833,2024-05-27,06:10:01,-81.789094,-172.563791,1,93,395.25
