id,username,email,role,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
904,timothy69,timothy69@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2011.55,45630,2024-03-22,06:35:53,7.271853,106.929847,0,86,404.2
905,mmoreno,mmoreno@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3012.28,47881,2024-11-14,01:57:18,41.470471,-43.96411,1,93,437.1
906,bradduncan,bradduncan@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2983.63,88356,2024-10-25,14:23:02,-85.277675,168.428645,1,73,328.5
907,kingmichelle,kingmichelle@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1042.68,41610,2024-01-01,18:06:07,-77.969569,-60.655766,1,8,37.6
908,jennifermiller,jennifermiller@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1791.52,36047,2024-01-12,00:10:30,58.508642,-9.462791,1,46,195.5
909,stokespaul,stokespaul@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3039.5,21825,2024-06-06,23:17:50,25.681879,-120.938299,1,94,455.9
910,jamesandrews,jamesandrews@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4111.33,98928,2024-07-22,21:04:23,47.445758,-109.61753,0,49,230.3
911,lisapennington,lisapennington@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1950.16,78739,2024-07-15,08:32:18,-44.956098,1.911375,1,10,46.0
912,allenamanda,allenamanda@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4446.87,36992,2024-04-15,18:52:15,-82.537073,-49.994886,0,75,318.75
913,carlmarks,carlmarks@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2686.16,03527,2024-09-18,08:20:27,-35.043014,125.140104,1,28,119.0
914,william78,william78@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3291.36,41357,2024-08-10,02:06:11,-31.751449,-95.216028,0,43,182.75
915,flynnbrian,flynnbrian@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2096.17,08139,2024-03-24,12:46:36,80.255772,-127.40602,1,67,324.95
916,kelsey09,kelsey09@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1167.87,81771,2024-09-22,07:19:19,10.386597,138.463704,1,44,213.4
917,glassjessica,glassjessica@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4840.91,86115,2024-02-22,12:15:00,5.055847,-57.098375,0,12,58.2
918,jose49,jose49@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2999.88,71957,2024-11-16,00:59:47,72.871505,-69.502471,0,37,173.9
919,uallen,uallen@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2600.41,40806,2024-08-08,06:13:38,44.676521,13.555049,0,93,395.25
920,virginia69,virginia69@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3116.98,35104,2024-10-24,00:58:10,-71.677532,-71.482142,0,51,216.75
921,qrodriguez,qrodriguez@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1863.81,41363,2024-01-18,16:14:22,-27.033881,-62.172277,1,56,263.2
922,gfreeman,gfreeman@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4349.13,67629,2024-06-11,05:01:09,-82.30748,125.723882,0,16,68.0
923,janiceperry,janiceperry@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2415.43,72704,2024-07-23,23:31:52,36.247227,164.512166,1,82,369.0
924,uavila,uavila@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4217.76,11085,2024-05-31,16:17:14,46.514432,-158.188329,1,70,339.5
925,hlee,hlee@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2928.82,87076,2024-07-01,13:35:23,11.085929,30.567719,1,30,138.0
926,pklein,pklein@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2203.42,55825,2024-03-12,09:58:21,-47.980399,3.161954,1,18,87.3
927,swhite,swhite@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2238.45,78412,2024-10-09,16:12:19,-65.15048,9.666013,0,67,314.9
928,robertmiles,robertmiles@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1892.15,90862,2024-02-22,09:03:35,57.971441,177.958628,1,38,174.8
929,maria13,maria13@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4940.38,68683,2024-08-17,02:01:41,-71.765595,-10.993189,1,26,110.5
930,rvincent,rvincent@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3785.96,33547,2024-07-10,17:03:50,-59.745785,-35.361569,0,93,418.5
931,glenda33,glenda33@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2606.96,15793,2024-05-21,17:51:23,-82.128256,-137.799022,1,53,249.1
932,anthonyrick,anthonyrick@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2827.32,55517,2024-10-31,09:42:24,31.458962,19.62559,1,66,280.5
933,laurawilliams,laurawilliams@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3424.7,83773,2024-01-11,14:19:40,-69.845732,143.611475,1,94,399.5
934,ashley33,ashley33@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4809.93,01016,2024-06-11,22:23:09,19.25305,145.164458,0,23,105.8
935,michaelpowers,michaelpowers@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2535.4,31980,2024-10-02,06:02:09,10.053433,143.283589,1,88,396.0
936,lauraperkins,lauraperkins@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4393.39,17998,2024-07-18,18:57:28,-58.119102,142.5574,1,12,56.4
937,randy41,randy41@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1268.32,54987,2024-10-30,03:09:42,-0.780369,60.277962,0,99,445.5
938,josephreilly,josephreilly@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1464.88,67278,2024-02-22,11:59:20,-5.746239,129.966094,0,45,211.5
939,chavezjordan,chavezjordan@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4857.6,29169,2024-11-22,05:00:13,69.308145,134.751765,1,93,418.5
940,parkerwilliams,parkerwilliams@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4035.91,93109,2024-05-25,15:38:38,-23.810055,137.64808,1,72,306.0
941,yrice,yrice@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1051.65,91980,2024-10-26,04:59:34,-7.192339,36.757466,1,92,432.4
942,erik76,erik76@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1858.53,71261,2024-04-04,20:09:28,78.504789,66.655223,0,42,189.0
943,guyharvey,guyharvey@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3217.31,17365,2024-05-29,22:15:13,-26.403087,-57.492009,1,47,220.9
944,sellersbrittany,sellersbrittany@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4639.84,30573,2024-10-05,19:10:21,-59.438434,89.766561,1,25,106.25
945,ashley86,ashley86@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3352.02,21043,2024-02-16,13:52:49,84.164414,69.89251,1,63,296.1
946,weisslisa,weisslisa@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3926.71,13569,2024-02-03,20:43:17,-45.306978,-120.609805,0,11,49.5
947,ballluke,ballluke@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1817.7,15625,2024-06-11,18:33:00,-16.415072,-113.680794,1,57,256.5
948,diana60,diana60@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1717.58,76088,2024-09-27,01:44:06,-51.210287,-155.79444,1,63,296.1
949,alyssacarlson,alyssacarlson@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2404.87,19631,2024-09-09,02:12:13,63.589909,107.644791,0,71,344.35
950,melody99,melody99@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3655.54,37418,2024-06-06,08:40:12,-5.009043,52.636889,1,34,159.8
951,kelly65,kelly65@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4935.44,39807,2024-03-22,07:18:27,-22.128553,9.360207,0,64,300.8
952,bethany08,bethany08@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3339.49,01295,2024-05-18,08:02:36,-68.796449,141.868685,0,93,418.5
953,carlosproctor,carlosproctor@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4904.59,81140,2024-11-02,19:48:58,56.780689,31.803126,1,4,18.8
954,santanajohn,santanajohn@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1414.59,58882,2024-07-07,02:51:43,-44.051516,134.080997,1,19,80.75
955,karenporter,karenporter@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3379.1,35900,2024-04-03,16:40:08,4.414977,13.60161,1,19,89.3
956,oodonnell,oodonnell@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1953.52,74314,2024-03-13,18:04:49,-12.022555,-23.531766,1,25,112.5
957,qmorrow,qmorrow@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2153.77,26242,2024-05-11,14:37:54,-84.380052,-166.22172,0,9,43.65
958,laragregory,laragregory@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3779.62,02421,2024-03-31,19:38:12,-73.501184,14.670216,0,88,396.0
959,hillrose,hillrose@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3104.33,72975,2024-03-17,04:22:00,-72.036341,45.985827,0,54,243.0
960,shawnjohnson,shawnjohnson@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2394.23,74606,2024-06-09,18:51:12,76.546124,-102.743374,0,55,266.75
961,shodges,shodges@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3410.62,98070,2024-06-02,14:00:56,68.720503,128.029036,1,13,61.1
962,halladam,halladam@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2658.24,40205,2024-01-09,16:29:59,9.766051,73.151564,1,19,85.5
963,gatesmichelle,gatesmichelle@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3581.96,16429,2024-03-07,23:48:07,-1.680543,-139.925948,1,51,239.7
964,xtorres,xtorres@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3781.94,73132,2024-03-17,01:30:55,-57.80341,127.143625,0,61,259.25
965,fernandezsteven,fernandezsteven@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3118.77,79836,2024-11-21,15:20:32,-70.837225,159.008984,0,60,291.0
966,ellisbrittney,ellisbrittney@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4314.33,92054,2024-07-18,15:17:00,6.536497,-26.860856,0,17,76.5
967,malonechristopher,malonechristopher@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2126.45,37200,2024-02-19,10:48:25,53.205703,18.452339,0,55,258.5
968,trodriguez,trodriguez@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3169.39,98715,2024-04-21,09:18:36,-63.895784,-43.590535,0,54,253.8
969,grantsanders,grantsanders@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1188.16,61277,2024-08-30,16:24:20,85.911712,-46.491513,1,59,250.75
970,robert67,robert67@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3377.82,70821,2024-05-04,20:58:42,29.475249,-154.317718,1,81,392.85
971,moondanny,moondanny@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3502.28,76011,2024-11-29,15:15:24,6.240544,75.437644,1,75,345.0
972,charlesnielsen,charlesnielsen@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4962.24,53108,2024-08-10,11:56:01,38.551183,30.59572,1,77,327.25
973,millerjohn,millerjohn@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4175.62,06979,2024-03-13,10:51:25,55.109,30.309499,1,44,187.0
974,eriksmith,eriksmith@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1099.63,26971,2024-03-29,04:29:09,-58.295635,22.615899,1,48,204.0
975,kristenberger,kristenberger@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3419.52,87994,2024-05-06,10:30:28,77.520628,-39.39099,0,59,277.3
976,xreed,xreed@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3169.71,74602,2024-01-20,02:47:10,-11.419135,-87.896916,0,4,18.4
977,ortizlinda,ortizlinda@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3002.28,58314,2024-09-18,03:20:46,-66.308583,33.558185,1,93,418.5
978,pamela95,pamela95@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1746.07,47866,2024-06-12,12:50:03,-12.501881,-13.066477,0,28,119.0
979,scottsmith,scottsmith@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2596.54,48501,2024-10-15,13:49:14,63.131112,-108.453378,1,98,475.3
980,zli,zli@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4316.2,19400,2024-04-05,09:31:19,2.684329,-27.205705,0,15,67.5
981,melissataylor,melissataylor@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1129.32,54224,2024-06-25,04:36:01,42.455001,-99.110792,0,86,417.1
982,christopher50,christopher50@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2427.15,73778,2024-07-08,08:07:17,36.295332,173.220688,1,27,130.95
983,tammydavis,tammydavis@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2112.75,57628,2024-11-01,18:01:45,-1.764717,-49.950635,1,88,413.6
984,zacharybecker,zacharybecker@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3945.46,85015,2024-11-05,23:32:46,-12.198658,167.014088,1,25,106.25
985,williamchurch,williamchurch@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2340.77,06550,2024-01-25,15:18:42,-42.972059,176.809806,1,45,211.5
986,heather65,heather65@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2785.44,21941,2024-10-04,17:17:26,-88.280136,169.125322,0,16,68.0
987,deborahdavis,deborahdavis@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1577.15,12016,2024-08-24,04:53:22,-15.634999,-50.926745,1,48,225.6
988,lori57,lori57@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3459.61,46982,2024-08-08,09:51:18,-2.021194,128.521917,0,51,239.7
989,kylecook,kylecook@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4619.83,79550,2024-08-15,17:08:15,-86.266803,-122.151009,1,48,216.0
990,cmcdonald,cmcdonald@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1266.67,69810,2024-09-22,02:36:15,-64.609972,115.177255,0,68,319.6
991,karensanders,karensanders@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2156.51,06476,2024-09-12,04:17:29,-21.879063,45.643693,1,50,225.0
992,ryanhayden,ryanhayden@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3435.98,93960,2024-11-12,02:25:53,-25.229884,67.427005,1,82,385.4
993,rachelmoore,rachelmoore@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2353.7,12086,2024-11-15,05:11:34,72.593893,-29.459424,0,90,405.0
994,jenniferjones,jenniferjones@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4172.06,79912,2024-04-27,01:16:58,50.16288,-67.3879,1,52,239.2
995,michelle14,michelle14@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1166.77,71526,2024-09-03,12:33:37,51.116656,-44.263751,1,81,372.6
996,shelly11,shelly11@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1412.84,31041,2024-02-19,00:50:10,-82.744557,-81.878948,1,67,324.95
997,nberry,nberry@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4855.11,07974,2024-05-13,22:01:37,-86.004996,95.061581,0,9,40.5
998,fguerra,fguerra@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1067.78,22920,2024-07-22,19:47:42,-75.012928,-140.720701,1,38,178.6
999,brookeanderson,brookeanderson@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4727.0,53493,2024-05-27,23:37:46,9.564129,-17.223699,0,100,425.0
1000,amanda87,amanda87@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4719.99,39587,2024-03-31,11:44:20,87.231424,59.514218,1,65,299.0
1001,coffeyjonathan,coffeyjonathan@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4265.29,67258,2024-01-21,09:49:55,10.111699,172.175528,0,57,267.9
1002,troybrown,troybrown@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3749.87,09571,2024-07-23,15:13:01,77.75601,89.813292,0,23,108.1
1003,marc27,marc27@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4220.63,28554,2024-08-01,04:03:22,-59.245413,71.308364,0,55,258.5
1004,michaelgeorge,michaelgeorge@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3560.63,45967,2024-10-31,02:35:31,62.044368,-57.642328,1,69,293.25
1005,davidwatts,davidwatts@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1379.07,35745,2024-08-13,05:41:45,20.374586,-11.52981,1,52,221.0
1006,katelyn02,katelyn02@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2904.03,73094,2024-01-15,10:05:23,36.746019,71.669714,1,82,369.0
1007,amygomez,amygomez@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4717.03,37233,2024-11-29,13:26:10,-46.262792,2.823754,0,94,455.9
1008,kristin27,kristin27@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1664.52,84186,2024-03-04,03:47:25,-71.219489,124.600843,1,80,368.0
1009,david50,david50@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3864.9,99754,2024-06-22,05:22:38,-57.03533,-145.733985,1,11,46.75
1010,santosconnie,santosconnie@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1657.88,24062,2024-02-02,18:51:52,63.113682,-169.841061,1,80,376.0
1011,newmanrebekah,newmanrebekah@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3462.93,09295,2024-03-21,17:44:14,-85.029747,-134.882236,0,53,249.1
1012,cody44,cody44@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3369.42,66554,2024-06-06,15:37:21,-22.044305,66.946477,0,36,169.2
1013,lauren19,lauren19@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2879.91,34652,2024-03-13,10:15:06,-16.117502,-17.022384,1,5,24.25
1014,angelahurst,angelahurst@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1630.81,33112,2024-07-04,15:18:20,31.283599,-162.793763,0,65,299.0
1015,richard55,richard55@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2726.64,74974,2024-10-30,12:52:33,-22.230063,-137.669902,0,35,161.0
1016,kcrosby,kcrosby@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1730.24,16891,2024-04-24,13:38:59,-37.390862,67.320768,0,62,291.4
1017,veronica13,veronica13@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2034.57,16938,2024-03-30,09:02:38,-33.410583,-13.908867,0,46,207.0
1018,brianpruitt,brianpruitt@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3336.68,76578,2024-03-24,22:15:23,12.306529,127.164744,1,92,446.2
1019,douglas20,douglas20@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3488.51,37470,2024-02-04,18:58:17,75.781903,45.84451,1,50,235.0
1020,eric02,eric02@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3115.4,86724,2024-06-09,06:06:06,31.006458,-74.085579,0,36,174.6
1021,zbrown,zbrown@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2689.34,63943,2024-06-25,17:28:16,-25.864902,23.240244,0,100,425.0
1022,robinsonronald,robinsonronald@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1822.23,24813,2024-09-01,16:00:09,-47.575185,-96.910495,0,39,175.5
1023,smithpenny,smithpenny@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4935.33,05104,2024-01-24,15:00:10,-4.756067,21.728227,0,54,248.4
1024,nicolebaker,nicolebaker@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4928.44,46843,2024-07-22,23:31:32,89.918906,49.843063,0,97,455.9
1025,tlewis,tlewis@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2677.97,36072,2024-10-11,05:39:16,-3.92501,25.5954,0,86,365.5
1026,scottmoody,scottmoody@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1625.1,81332,2024-05-03,05:41:28,-63.05832,163.469344,1,28,135.8
